artist,dateposted,loved_count,mediaid,posted_count,sitename,time,title,tag
Avicii,1436527703,44,2c8j5,1,Music You Wanna Listen To,317,The Nights (Thomas La Salle Remix),electonric
Danny Scrilla,1436530886,11,2bq72,2,The Walk to Work,239,Free Flight (feat. Om Unit),electonric
Masayoshi Fujita,1436523676,53,2bzv4,6,Cast the Dice,352,Tears of Unicorn,electonric
The Mekanism,1436526434,18,2c582,3,tsugi,391,Lost Girl,electonric
JAY-JAY JOHANSON,1436522829,11,2c8hb,1,MOARRR,295,Moonshine (Saycet Remix),electonric
GUTS,1436525352,12,2c8hr,1,Le Limonadier,481,Beach Diggin' Vol.3 Snippet,electonric
JONI,1436509685,21,2c7a9,3,Pause Musicale,231,'Running',electonric
PhaseOne,1436510530,6,2c8fr,1,Pilerats,240,Rot (Northlane),electonric
Timecop1983,1436489353,7,2c8dt,1,Number 1 Hits From Another Planet,307,Wild Love (feat. Ollie Wride),electonric
The Blessings,1436472626,26,2c8a6,1,Different Kitchen,613,"Turn Blue-The Black Keys Remix feat. Grand Surgeon,MetricMan,St.Laz,RapP,Satin,V'aniss, Ryan Morrison",electonric
Anna of the North,1436507794,561,24ysg,18,Stereofox,182,Sway,electonric
Karen Gwyer,1436471103,8,2bx75,3,Ad Hoc,570,Bouloman Ep (us008),electonric
De Lux,1436472621,53,2bf2q,5,Jonk Music,417,Oh Man the Future,electonric
Ratatat,1436468416,16579,2ap7v,18,Northern Transmissions,236,Cream on Chrome,electonric
Matrixxman,1436463726,4,2c1nn,2,Inyourspeakers Media,253,Annika's Theme,electonric
Matrixxman,1436463745,7,2br8x,2,Inyourspeakers Media,274,HMU (Hit Me Up) (feat. Vin Sol),electonric
Catz 'N Dogz,1436461096,19,2c85h,1,Last Gas Station,218,The Joy,electonric
Nils Hoffmann,1436462163,10,2c863,1,TRNDMUSIK,385,10 Songs In 1 For 25000,electonric
Lonely Boy,1436485791,229,2bh6q,3,Vocododo,296,Future Regret,electonric
