,artist,loved_count,mediaid,posted_count,sitename,time,title,loved
619,Toro y Moi,1368,2btxp,8,acid stag,145,room for 1zone,False
620,Cayucas,744,2b1kk,27,Indie is not a genre,218,Moony Eyed Walrus,True
621,Ducktails,1372,2b5et,30,newmusic.cz,214,Headbanging In The Mirror,True
622,Lapalux,3549,29q40,25,music is art,349,Don't Mean A Thing,False
623,Vaults,1538,27nrm,12,Little Indie Blogs,204,Poison,False
624,Toro Y Moi,1801,28ykp,43,KEXP Blog,222,Empty Nesters,False
625,ON AN ON,1463,2bnef,8,The Burning Ear,227,It's Not Over (The Twelves Remix),False
626,Lower Dens,1994,1hcvp,132,MUSIC BETWEEN FRIENDS,302,Brains,False
627,The Knocks,6766,1t7dh,7,aerial noise,276,The Feeling (Dave Edwards Remix),False
628,K-Os,6058,r65a,13,Music For Kids Who Can't Read Good,190,I Wish I Knew Natalie Portman,True
629,The Knocks,4731,29s5a,19,JayeL Audio Music,250,Dancing With Myself,False
630,The Knocks,3975,2aews,10,JayeL Audio Music,197,Collect My Love feat. Alex Newell,False
631,The Knocks,8641,2654z,11,Site of Sound,262,Classic (RAC Mix),True
632,Santigold,1242,trz4,5,Et Musique Pour Tous,112,I'm a Lady (Benny Blanco Remix),False
633,HONNE,1993,2b5tf,14,Musicgeeks,272,Top To Toe,False
634,The Knocks,6380,1696z,20,Berkeley Place,219,Dancing With The DJ (Chiddy Bang Remix),False
635,Flume,10604,2bk4b,20,Stereofox,264,Some Minds feat. Andrew Wyatt,False
636,Flight Facilities,6137,2bzvm,10,NNM,199,Heart Attack feat. Owl Eyes (Snakehips Remix),False
637,Major Lazer,8997,2bzkc,2,Never Radio,194,Too Original (KREAM Remix),False
638,Aayushi & Dillistone,5645,2bz99,6,Musicgeeks,237,Diamond Child,False
639,POWERS,9067,2ba6t,31,blahblahblahscience,205,Beat Of My Drum,False
640,Blackbear,6281,2b9ng,6,Stoney Roads,278,90210 feat. G-Eazy (Matt DiMona Remix),False
641,filous,11555,2bd2b,10,My Old Kentucky Blog,198,How Hard I Try feat. James Hersey,False
642,L'Orange & Jeremiah Jae,4530,2ax54,9,Lautstark,171,All I Need (feat. Gift Of Gab),False
643,kiiara,11727,2bxjv,18,said the gramophone,226,Gold,False
644,Soma,291,2c2et,5,Different Kitchen,198,Uncertain,False
645,Miguel,15868,228mk,23,Site of Sound,205,Simplethings,True
646,Rudimental,14952,21hnn,6,EARMILK,305,Free (Cash Cash X Gazzo Remix),False
647,EMBRZ,9428,1y3jj,12,nialler9,284,Slow Down,False
648,Wale,5818,t8q4,7,The Music Ninja,211,New Soul Feat. Yael Naim,False
649,TEEMID & Daniela Andrade,9479,226ye,8,I Heart Moosiq,263,Crave You (Flight Facilities Cover),True
650,•◊ Hopium ◊•,3795,2b5pr,9,Stereofox,218,Right Now,False
651,The Chainsmokers,5152,2b9jx,6,EDM Girl,253,Let You Go (Steve James Remix),False
652,"Astronauts, etc.",3786,2b54c,22,Indie For Bunnies,230,No Justice,False
653,OutKast,5012,2b6yd,3,Your Music Radar,194,Roses (PLS&TY Remix),True
654,Janet Jackson,908,2bzsd,10,Secret Delivery,206,No Sleeep,False
655,The Drums,396,265r5,2,KEXP Blog,290,I Can't Pretend,False
656,American Authors,13832,229ha,8,I Heart Moosiq,292,Best Day Of My Life (Just A Gent Remix),False
657,Astrid S,5121,2b9zs,3,JayeL Audio Music,235,2AM (Matoma Remix),False
658,BebeRexha,2215,28h1t,4,Electric Panda Music,208,I'm Gonna Show You Crazy,False
659,Ishinohana,3162,2aybj,8,Electrocorp ,317,Lucía (John Talabot's Sunset edit),False
660,Oh Wonder,3771,2b8z0,10,gottadancedirty,263,Midnight Moon (Melvv Remix),False
661,Sia,7158,2bbc8,3,Your Music Radar,216,California Dreamin,True
662,TroyBoi,2843,2ba6s,2,Indie Shuffle,201,Do You feat. Armani White (Remix),False
663,diplo,8178,2baq6,18,Never Radio,285,Bitch Better Have My Money (Diplo & Grandtheft Remix)OFFICIAL,False
664,Tove Lo,6349,2b92r,4,JayeL Audio Music,278,Talking Body (Jax Jones Remix),False
665,Gigamesh,5329,2b9xa,9,The Jackplug,291,The Music,False
666,Years and Years,5799,2b8xm,28,Getintothis,254,Shine,False
667,Lemon.,715,2c063,4,"Quick, Before It Melts.",165,Better For You,False
668,Moullinex,796,2c03e,7,Y Este Finde Que,370,Take A Chance (Satin Jackets Remix),False
669,Courtney Barnett,493,29w6h,4,said the gramophone,293,Depreston,True
670,Tuxedo,415,2c1r6,6,The French Shuffle,238,Without Your Love,False
671,Dusky,495,2bznk,6,Mixmag,384,Skin Deep,True
672,Mammút,143,229wz,14,MusikBlog,345,Salt,False
673,Monster Rally,316,247x6,2,music islands,219,Chin-don-ya,True
674,Kelis,792,23px8,10,Indie Shuffle,315,'Runnin' (Machinedrum Remix),False
675,Wiz Khalifa Feat. Charlie Puth,5360,2azcr,5,EDM Girl,223,See You Again (Ale Mora Remix),False
676,ALESSIA,11457,2b0gs,21,J(am) of the Day,200,HERE,False
677,The Roots,4073,1f5yf,37,AudioCred,272,Make My,True
678,LIPS,6403,1ffe4,10,EARMILK,244,Everything To Me (Adventure Club Dubstep Remix),True
679,In The Valley Below,4128,1rmtg,5,Indie Shuffle,287,Peaches,True
680,Ratatat,7808,4t74,43,TheMusic.FM,266,Seventeen Years,True
681,poka,1235,1410v,3,Delicieuse Musique,248,99 style,True
682,The Knocks,775,skyq,10,Cities of the Plain,279,Can't Shake Your Love,False
683,Trampled By Turtles,1476,110ex,15,SUCKA PANTS,205,Wait So Long,True
684,Oasis,1763,45qw,17,Popdose,290,Don't Look Back in Anger,True
685,French Montana,665,2c10q,5,Discobelle,229,Gucci Mane (feat. Lil Wayne & Rick Ross) (prod. by Kanye West),True
686,Harrison Brome,2310,2bq1c,10,Indie Underground,218,Fill Your Brains (Master),False
687,Chance The Rapper,1207,296pt,2,Inyourspeakers Media,225,Sunday Candy Feat. The Social Experiment,False
688,Iron & Wine and Ben Bridwell,2423,2bzr3,18,Revista Metrónomo,213,This Must Be The Place (Naive Melody),False
689,BECOME X Elohim,2052,2c0y2,13,acid stag,160,She Talks Too Much,False
690,COMPNY,1565,2bzm1,25,Little Indie Blogs,233,Gently Let You Down,True
691,Years & Years,4084,2c221,4,POP ON AND ON,240,King (Lash Remix),False
692,Little Giants,4678,2c228,5,Lipstick Disco,320,"Lately (Love, Love, Love) (Monsieur Adi Remix)",False
693,Favored Nations,2008,2by5n,6,Wonky Sensitive,211,Always,False
694,Fatima,355,24te4,1,Don't Need No Melody,325,Biggest Joke Of All,False
695,SZA feat. Chance The Rapper,7013,23c5d,42,The 405,216,Childs Play,False
696,Addal feat. Lisa May,3152,2c08j,5,Beautiful Buzzz,325,Morning In Love (Original Mix),False
697,Will Joseph Cook,2255,2c0vf,22,Beat2aChord,177,Beach,False
698,Shura,966,2bzty,10,DIY,443,White Light (Gabe Gurnsey Factory Floor Remix),False
699,Kendrick Lamar,6377,2c2a8,3,Music You Wanna Listen To,204,i (Carneyval & INSTRUM Remix),False
700,The Weeknd,2453,2c298,2,Caveman Sound,300,Can't Feel My Face (Keljet Edit),False
701,"Kehlani, G-Eazy, IAMSU! and Lil B",2205,2bzxz,6,The Passion of the Weiss,235,Champion (Prod. by P-Lo),True
702,Lewis Del Mar,6697,2c0xq,13,Sonofmarketing,249,Loud(y),False
703,The Internet Music,3556,2c0ae,17,alltomorrowmusic,416,Girl feat. KAYTRANADA,True
704,Saint Motel,2741,2c15e,8,Audio Aquarium,280,My Type (Eau Claire Remix),False
705,RÜFÜS / RÜFÜS DU SOL,6536,2c1vt,14,Audio Drums,239,You Were Right,True
706,Little Giants,8122,2aynk,10,Abduction Radiation,212,"Lately (Love, Love, Love)",False
707,Discovery,3643,sqpk,40,Indieball,193,So Insane,False
708,"Drake Feat. Kanye West, Lil Wayne & Eminem",2418,v81m,8,Citizen Insane,359,Forever,True
709,Röyksopp,4965,27mzc,10,music is art,396,Thank You,False
710,Mitski,138,26mqp,13,Music Broke My Bones,205,Townie,True
711,Sea Oleena,997,25z92,32,Just Music That I Like,311,If I'm,False
712,Otis Redding,399,26eye,1,Yaqui,232,Sittin On The Dock Of The Bay (TEEMID Edit),True
713,Ratatat vs. Marvin Gaye,8067,1agk1,4,EARMILK,206,Ain't No Drugs High Enough The Jane Doze mashup),True
714,Daft Punk,1616,smtq,6,earmilk,322,Face to Face (Night Drugs Rework),False
715,Kid Cudi,22539,1b9zx,13,Indie Shuffle,164,Falling Star (R3K Remix),True
716,Beirut,6201,6fnn,78,Stereofox,257,Postcards From Italy,True
717,The Pharcyde,15218,205k2,19,Lautstark,290,Runnin' (Bit Funk Remix),True
718,Crooked Colours,2848,204z0,16,music is art,215,Come Down,True
719,UGK,2581,11f4z,23,The Music Ninja,257,Int'l Players Anthem (Feat. OutKast),True
720,Florence & The Machine,4749,27170,9,EDM Girl,263,You've Got The Love (Prince Fox Remix),False
721,Fake Blood,3542,12nm7,19,Penned Madness,319,I Think I Like It (Tommie Sunshine & Figure EC$TACY edit),True
722,Skrillex,9475,176za,17,aerial noise,305,Cat Rats,True
723,Clean Bandit & Jess Glynne,7273,26xhz,14,JayeL Audio Music,219,Real Love,False
724,Jaymes Young,6180,26x11,8,Ladywood ,250,I'll Be Good,False
725,Frankie Cosmos,187,22ky1,2,"Song, by Toad",93,My I Love You,False
726,HAERTS,2326,26by0,31,Indie Obsessive,258,Giving Up,False
727,Run The Jewels,4203,26khp,47,Too Much Love Magazine ,214,Oh My Darling Don't Cry,False
728,Bombay Bicycle Club,4826,21kgk,29,SFCritic,191,Luna,False
729,Tanya Tagaq,154,24s65,12,Chicago Reader,169,Uja,False
730,Steve Gunn,346,25e7m,14,Earbuddy,334,Milly's Garden,False
731,Starfoxxx,684,2651y,3,Electric Panda Music,309,Bae HD,False
732,Careful,244,1n80b,7,KEXP Blog,178,It's Funny,False
733,Aphex Twin,1077,26dqh,42,Wondering Sound,288,minipops 67 (120.2)(source Field Mix),False
734,Chester French,1502,td31,11,the burning ear,354,She Loves Everybody (Pance Party Remix),False
735,Public Enemy,3782,tjvw,4,The Music Ninja,287,He Got Game,False
736,Sean Nicholas Savage,321,22m21,11,Dots & Dashes,226,Naturally,False
737,Maiday,5310,285hh,10,The 405,218,Wish You'd Met Me First,False
738,Allo Darlin',488,260dr,21,Berkeley Place,172,Romance And Adventure,False
739,Baauer,12526,27ehz,28,Pilerats,215,One Touch feat. AlunaGeorge & Rae Sremmurd,False
740,Miguel feat. Wale,13442,239bn,8,Guilty Feet Have Got No Rhythm,314,Bennie and the Jets,True
741,Cage the Elephant,7853,16hr5,12,Richmond Playlist,212,Shake Me Down,True
742,Jay-Z & Beanie Sigel,2592,rhs4,5,djnodj,229,Glock Nines (Ratatat Remix),False
743,Whilk and Misky,16120,27qph,12,Inyourspeakers Media,318,Babe I'm Yours,False
744,Kanye West vs. Sam Smith,14241,27x6p,11,Wake the Deaf,266,Tell Me I'm The Only One (Carlos Serrano Mix),False
745,Electric Wire Hustle,6169,w4d2,26,Beaver on the Beats,269,They Don't Want,True
746,The Drums,2535,1e7j4,5,The Digital Outhouse,269,Days,True
747,Lupe Fiasco,4997,1993j,10,Fuck yeah! Go team!,221,All Black Everything,True
748,Beach House,2734,17a3h,82,Chromewaves,209,I Do Not Care For The Winter Sun,True
749,The Flaming Lips,399,emqs,10,JP's Blog,399,Bohemian Rhapsody (Queen Cover),False
750,Florence + The Machine,37992,wm2h,154,djnodj,344,You've Got The Love (The XX Remix),True
751,Chairlift,8374,kabk,49,The New LoFi,242,Bruises,True
752,The Heavy,3832,xbmh,11,"Safety, Fun & Learning",217,How You Like Me Now?,True
753,The Flavour,2886,1b0e2,3,Schitz Popinov,176,Sex on Fire ( Reggae Cover ),True
754,Foster The People,4356,1agyw,6,the burning ear,218,Pumped Up Kicks (The Knocks Remix),True
755,Jaymes Young,2727,26txn,5,Sunset in the Rearview,221,What Should I Do,False
756,Cold War Kids,21074,26a2r,21,Never Radio,201,First,False
757,Kings of Convenience,5197,tqc7,17,Et Musique Pour Tous,258,I Don't Know What I Can Save You From (Röyksopp Remix),True
758,Ludacris vs Ke$ha,1929,112sm,2,20 Watts,204,$hwagger Jagger (Pres Mashup),True
759,Joey Bada$$,5729,26vk9,16,Pilerats,237,Get Paid,False
760,Mating Ritual,5493,26ngg,19,Audio Drums,188,Toxins,False
761,T.I.,4833,26tj0,10,Different Kitchen,206,No Mediocre feat. Iggy Azalea (Grandtheft Remix),False
762,TULA home,6573,26vjs,10,grinzao,226,Wicked Game,False
763,Lupe Fiasco,2385,zk4s,6,Dipped in Dollars,240,What U Want,True
764,Otis Redding,4109,8fyp,15,THE VINYL VILLAIN,162,(Sittin' On) The Dock Of The Bay,True
765,Of Montreal,2462,ec8e,21,Music From Go to Whoa,231,Jimmy,False
766,Vampire Weekend,12814,q66h,28,Sunset in the Rearview,294,The Kids Don't Stand A Chance,False
767,Goldroom,1006,23tcs,3,Poetry in an Empty Coke Can,279,Embrace (backstroke. Remix),False
768,TĀLĀ,1564,26t41,40,Stamp The Wax,201,Alchemy,False
769,The Knocks,2056,26n5b,5,JayeL Audio Music,297,Classic (DiscoTech Remix) - Big Beat,False
770,Kings Of Convenience,2248,63cw,14,Indie Shuffle,235,Know How (featuring Feist),False
771,HAERTS,3026,20cjh,25,Cougar Microbes,320,Wings (Shlohmo Remix),False
772,Aphex Twin,2012,26qkp,3,said the gramophone,322,Aisatsana,False
773,GoldLink,1516,23hn5,7,Silence Nogood,164,Bedtime Story (Prod. Louie Lastic),False
774,Wale,5818,t8q4,7,The Music Ninja,211,New Soul Feat. Yael Naim,False
775,Justice,927,vc74,8,Vacay Wave,318,We Are Your Friends (Barretso Remix),True
776,Thrupence,2026,26w7s,23,Deftune,248,Silk,False
777,Yellerkin,2362,26rsp,33,Operation Every Band,261,Tools,False
778,FOYNES(nicholas basquiat),2131,26tvt,4,I Heart Moosiq,215,Protect (Feat. Antony & Cleopatera) (Foynes Remix),False
779,YOUNG & SICK,2320,26vkp,10,Salacious Sound,282,Breathe (Télépopmusik Cover),False
780,kp.,2411,26px0,9,I Heart Moosiq,241,where did you go,False
781,ODESZA,8395,26t7k,11,acid stag,198,Say My Name (feat. Zyra) (cln Remix),False
782,Dirty South,2328,26tye,7,Dancing Astronaut,274,Unbreakable (Elephante Remix),False
783,alt-J,15821,261f8,57,The Devil Has The Best Tuna,216,Every Other Freckle,False
784,Felix Jaehn feat. Chris Meid,4900,26tvp,11,JayeL Audio Music,248,One Last Time Remix,False
785,Lorde,6155,26wg0,4,Earbuddy,233,Yellow Flicker Beat,False
786,RAC,4166,26mpj,9,Chubby Beavers,265,Cheap Sunglasses feat. Matthew Koma (Two Friends Remix),False
787,Blur,1988,tet1,4,indie shuffle,319,Song 2 (Vengeance Remix),True
788,Flying Lotus,1283,j17x,9,Sunset in the Rearview,186,Robo Tussin feat. Lil Wayne.aif 15.41.55PM,True
789,Okkervil River,22,1a8tr,3,Salad Days Music,206,Wake And Be Fine,True
790,The Felice Brothers,57,1aajv,11,The Key,305,Ponzi,True
791,Violent Femmes,2616,1faj,34,THE VINYL VILLAIN,145,Blister in the Sun,False
792,Generationals,6335,sk35,59,Austin Town Hall,200,"When They Fight, They Fight",False
793,Phoenix,13698,qp90,139,Ca Va Cool,198,1901,True
794,Kid Cudi,15386,vhfh,30,The New LoFi,295,Pursuit of Happiness (Feat. MGMT And Ratatat),True
795,TOURIST,15736,22ejp,41,REDEFINE magazine,271,I Can't Keep Up (feat. Will Heard),False
796,Porter Robinson,7438,236gd,23,JayeL Audio Music,368,Sea Of Voices (RAC Mix),False
797,Lykke Li,13483,2374v,45,Cougar Microbes,221,No Rest For The Wicked,False
798,D.veloped,16128,1g7c9,12,djnodj,206,Bring Em Home (Edward Sharpe // T.I.),True
799,THE NIGHT VI,3983,236d7,44,DrunkenWerewolf,225,Sienna,False
800,London Grammar,4795,23781,34,Twee Huizen Verder,346,Hey Now (Bonobo Remix),False
801,Haim,3812,236m2,15,the burning ear,359,If I Could Change Your Mind (The Knocks Remix),False
802,SAFIA,9707,236kx,28,Site of Sound,266,"Paranoia, Ghosts & Other Sounds",False
803,D.VELOPED,6327,1f3cm,5,Sunset in the Rearview,261,My Dangerously Melodic Anthem,False
804,EMBRZ,9753,1z1vr,14,nialler9,322,Make Your Way,False
805,Solid Gold,630,mrhv,10,Both Sides of the Mouth,258,Who You Gonna Run To?,True
806,Young Jeezy,1649,1fz16,8,AudioCred,312,I Do (Featuring Jay-Z & Andre 3000 ) (No Tags),True
807,Phoenix,2097,s486,27,The Indie Music Database,242,Lisztomania,False
808,Two Door Cinema Club,1317,r4gh,12,The Pop Cop,167,"Hands Off My Cash, Monty",False
809,The Verve Vs. Jay-Z,8575,w7mw,12,A Pocket Full Of Seeds,304,Brush Your Bitter Sweet Shoulders Off,False
810,James Bay,16979,23wf2,23,Spectrum Culture,261,Let It Go,False
811,Jurassic 5,7392,24jdj,5,Musikfar,229,The Way We Do It,False
812,Passion Pit,2316,rtw7,7,melophobe,212,Let Your Love Grow Tall,False
813,Röyksopp,3080,pdpr,28,JP's Blog,163,Happy Up Here,False
814,Saint Etienne,1617,1kze6,4,Vacay Wave,389,I've Got Your Music (Golden Filter Remix),False
815,Thomas Jack,7295,205r0,10,Stoney Roads,539,Symphony (Original Mix),False
816,SkizTheRapper,693,1gght,7,The Jackplug,215,Shangri-La,True
817,Madeon,3425,1f545,1,blahblahblahscience,104,Icarus,True
818,Santogold,3678,j6kn,33,the culture of me,160,I'm A Lady (Diplo Mix Ft Amanda Blank),False
819,thvn,1893,234rw,6,Sirens of Decay,230,toxic,False
820,Zeds Dead & Omar LinX,2361,1m1bd,9,White Folks Get Crunk,284,NO PRAYERS (KEYS N KRATES RMX),True
821,The War On Drugs,12642,20xm4,139,Inyourspeakers Media,299,Red Eyes,False
822,Jaymes Young,18783,238f5,21,JayeL Audio Music,214,Habits Of My Heart (Sufjan Stevens Remake),False
823,JUNGLE,6508,22m26,70,Abeano Music,180,Busy Earnin',False
824,Ben Khan,4085,237kw,55,When The Gramophone Rings,198,Youth,False
825,Zella Day,3451,236fk,32,West Coast Fix,222,1965,False
826,"Steve Aoki, Diplo & Deorro",4267,236tz,6,Dancing Astronaut,281,Freak (feat. Steve Bays),False
827,Eminem,5802,207bj,3,Earbuddy,265,Beautiful Pain feat. Sia,False
828,Mapei,25978,1zm6w,50,Faded Glamour,215,Don't Wait,True
829,Azealia Banks,14712,1z53b,25,music is art,245,Atm Jam feat. Pharrell (Kaytranada Edition),False
830,Yuna,3101,205p1,2,Earbuddy,214,Lights And Camera,False
831,Drake,9861,205dd,42,House of Lords,221,Come Thru (James Blake Version),False
832,Josef Salvat,6538,204ky,28,josh is listening to,223,Every Night,False
833,Common,4950,2055a,19,The 405,230,I Want You (Kaytranada Edition),False
834,Edward Sharpe and the Magnetic Zeros,2542,205f7,10,The New LoFi,355,Life Is Hard (Teen Daze Remix),False
835,Kids These Days,1804,1ksca,3,Simply 7,221,Darling,False
836,Florence and the Machine,1134,1ksjr,1,Free Breaks Blog,307,You Got The Love (The Bॐb Squad Breaks Mix),False
837,Ramona Falls,1741,1ksb9,3,The Music Ninja,220,Proof,False
838,Deadmau5,6931,1d055,4,Your Music Radar,285,Double Life Of Mau5e (Skrillex Mix),False
839,Throttle,1582,1ks3x,4,REMIX86,300,Next Big Thing (Original Mix),False
840,The Wanted,1080,1ks63,1,POP ON AND ON,342,Chasing The Sun (Mario Larrea Club Mix),False
841,Viceroy & WhiteNoize,2495,1kt18,10,Silence Nogood,332,Only Takes (Original Mix),False
842,Lana Del Rey,2117,1kr6z,25,Cougar Microbes,224,Blue Jeans feat. Azealia Banks (Smims&Belle Extended Remix),False
843,Joel Zimmerman,2413,1krb0,5,Your Music Radar,431,Closer Rev.2,False
844,Two Door Cinema Club,9150,11sem,8,Indie Shuffle,226,"Eat That Up, It's Good For You",True
845,LIL KIDS,2409,1m1ve,5,Dingus,196,Nobodies,False
846,The Twelves,1345,1m1d0,3,Revista Metrónomo,866,The Twelves | 08.05.2012,False
847,Ben Howard,4764,1m1ef,5,Cover Lay Down,273,Call Me Maybe (Carly Rae Jepsen Cover),False
848,Kill Paris,4306,1ky0n,8,touchez francais,259,Keep Your Secrets in Midnight City,True
849,emma louise,3856,1m13r,12,Let's Not Get Carried Away,274,Boy,False
850,Pretty Lights,4443,1m0jt,15,EARMILK,260,You Get High,True
851,Ghost Beach,3866,1m0a7,26,KEXP Blog,208,Miracle,False
852,Childish Gambino,3195,1kzn8,8,CHROMEMUSIC,141,Fuck Your Blog (feat. Flynt Flossy & Yung Humma),False
853,Laidback Luke,3800,1kzfe,4,EARMILK,368,1234 Feat. Chuckie & Martin Solveig (Original Mix),True
854,M83,2524,1m0ab,52,Music For Ants,291,Graveyard Girl,False
855,Goldroom,12102,1m044,62,Buzzbands.LA,300,Fifteen (ft Chela),False
856,The Knocks,5156,1kzak,26,JayeL Audio Music,324,Learn To Fly,False
857,Kindness,3797,1k8g5,44,Genre Confused,217,House,False
858,Active Child,1932,1kqq6,16,Indiehere,183,Hanging On (GRVRBBRS Remix),False
859,No Doubt,599,1ksgh,1,Duurt Lang,264,Don't Speak,False
860,Project 46,1172,1ktar,3,aerial noise,316,The Rift (Original Mix),False
861,Ewok Fur,594,1ks44,3,guerolitomusic,161,moving to antarctica sounds quite ok,False
862,Flux Pavilion,1466,1krp8,7,Salacious Sound,317,Daydreamer feat. Example (Jack Beats Remix),False
863,XV,1939,1ks0q,2,Et Musique Pour Tous,290,Pictures On My Wall,False
864,Feist,788,1krzh,1,This Is That Song,281,Secret Heart,True
865,Summer Heart,1909,1ks5c,1,Hilly Dilly,246,I Wanted You To Stay On the Other (Side),False
866,Bob Marley,4190,1ks6g,2,The Music Ninja,306,Sun Is Shining (Smoke Out Dubstep Remix),False
867,Hoodie Allen,10875,1kbc4,6,This Bonus Track,201,No Faith In Brooklyn (Feat. Jhameel),False
868,Avicii feat. Salem Al Fakir,5845,1kbcn,3,EARMILK,392,Silhouettes (Original Vocal Mix),False
869,Amadou & Mariam,3038,1kbzc,6,the steely stylus,312,Je pense a toi,False
870,Felix Cartal,11523,1ksas,10,Chubby Beavers,201,Tonight (Original Mix) (feat. Maja Ivarsson from The Sounds),False
871,Greg Laswell,2387,1ks5y,1,POP ON AND ON,228,Come Back Down (feat. Sara Bareilles),False
872,Foster the People,3212,1kr1b,14,All Things Go,366,Don't Stop (Oliver Remix),False
873,Justice,5518,1eahn,34,Stoney Roads,271,Helix,False
874,Neon Indian,17050,1ddwn,97,Vocododo,266,Polish Girl,True
875,The White Panda,21365,1ebcm,14,Silence Nogood,234,Midnight Life (Kanye West vs. M83),False
876,T-Pain,4783,1e8a9,10,One A Day,281,5 O'clock (feat. Wiz Khalifa & Lily Allen),False
877,Chromeo,3239,1dfpn,27,Et Musique Pour Tous,231,When the Night Falls (feat. Solange Knowles) (Mayer Hawthorne Cover),True
878,Eric Prydz,5897,1erev,5,One A Day,448,2Night (Original Mix),True
879,J. Cole,3357,1egj6,9,Avenge the Virgins,190,Nobody's Perfect (feat. Missy Elliott),False
880,Santogold,3678,j6kn,33,the culture of me,160,I'm A Lady (Diplo Mix Ft Amanda Blank),False
881,YONAS,2543,1dw12,1,Sunset in the Rearview,229,I Need A Dollar,False
882,Florence + The Machine,7716,1dwev,13,blahblahblahscience,333,What The Water Gave Me,False
883,Ke$ha,1213,1gff0,9,Minneapolis Fucking Rocks,293,"Sleazy Remix 2.0 - Get Sleazier (feat. Lil Wayne, Wiz Khalifa, T.I. & André 3000)",True
884,Swedish House Mafia,8049,1jphx,4,EARMILK,411,Greyhound (Original Mix),False
885,the horrible crowes,1854,1g64b,1,The New LoFi,291,sugar,True
886,Wale,4895,1ffz9,5,EARMILK,302,Ambition (feat. Meek Mill & Rick Ross),True
887,Charlotte Gainsbourg,1236,1g6nk,5,Faded Glamour,229,Out Of Touch,True
888,Arion Dubstep,2112,1g5vx,1,Penned Madness,228,I'm Coming Home ( Diddy feat. Skylar Grey),False
889,Mashup-Germany,7740,1g7r0,7,Silence Nogood,245,Top of the Pops 2011 (What The Fuck),False
890,Birdy,6775,1fz31,13,The Morning After,309,1901 (Phoenix Cover),False
891,Mike Posner,4521,1g53y,8,Pick Up The Headphones,204,Looks Like Sex,False
892,Neko Case,11,1bgn6,1,Town Full of Losers,125,Misfire (Queen cover),False
893,Ryan Adams,7,1bem2,1,Largehearted Boy,319,Head Over Heels (Tears For Fears),False
894,Gym Class Heroes feat. Neon Hitch,4983,1gh6m,3,the burning ear,316,Ass Back Home (Black Cards Remix),False
895,The Rapture,3392,1epjs,18,Nashville Nights,388,How Deep Is Your Love (A-Trak Remix),True
896,Zeds Dead,20058,1e2kk,32,Muros de Absenta,184,Coffee Break,True
897,BASTILLE,15003,1fbqe,13,JayeL Audio Music,188,What Would You Do? (City High Cover),False
898,"Avicii,David Guetta,Special Features,Max'C,Pete Sweat",3639,1fg49,2,aerial noise,369,Avicii Ft Guetta - Sunshine Special Features ( Pete Sweat - I Found U In Sunshine ),False
899,Overnight Celebrity Thrill,4859,1f4xt,1,AudioCred,241,Wiz Khalifa feat. Twista & Kanye West,False
900,Jay-Z & Kanye West,3830,1f4am,10,Cougar Microbes,275,Niggas In Paris (feat. T.I.) (Remix),False
901,Volta Bureau,2875,1etbs,8,Dancing Astronaut,300,Alley Cat,True
902,Grouplove,9042,1f4xw,12,EARMILK,245,Colours (Xaphoon Jones Remix),False
903,Peter and Kerry,2484,1espa,5,New Music Collaborative,220,Knees,True
904,Drake & Waka Flocka,1711,1e9hp,14,EARMILK,259,Round of Applause,True
905,Howard Iceberg & The Titanics,1,1csa5,1,ninebullets,206,The Wrestler,True
906,David Guetta & Afrojack,5873,1dp5k,5,This Bonus Track,317,Lunar (Original Mix),False
907,The Devil Whale,40,1bptt,11,Tough Customer // Wire,228,Standing Stones,True
908,My Morning Jacket,10,1bx5q,1,Troubled Souls Unite,313,Movin Away (5.31.11),False
909,Ryan Adams,6,1bdkk,1,Cover Me,78,Caribbean Queen (Billy Ocean cover),False
910,William Elliott Whitmore,5,1berf,1,captain's dead,277,what u do,True
911,Caitlin Rose,14,1bxj3,4,Teenage Kicks,208,Faithless Love,False
912,Those Darlins,104,1aq2h,9,Rollo & Grady,220,Be Your Bro,True
913,William Elliott Whitmore,8,1berb,1,captain's dead,135,oh susanna,False
914,William Elliott Whitmore,4,1berc,1,captain's dead,182,diamond in my pocket,False
915,Ryan Adams,3,1bdkm,1,Cover Me,198,Brown Sugar (The Rolling Stones cover) (Band version),False
916,Joe Pug,4,1bdxz,1,Largehearted Boy,219,Speak Plainly Diana,False
917,Tinie Tempah,3335,1bc3v,2,First up!,212,Till I'm Gone (Feat. Wiz Khalifa),True
918,Ian McFeron,4,1bbds,1,Richmond Playlist,171,Good Morning (I'm Still Here),True
919,Ryan Adams,6,1bdk7,1,Cover Me,639,Dead Flowers (The Rolling Stones cover),False
920,William Elliott Whitmore,1,1bera,1,captain's dead,100,run johnny run,False
921,SebastiAn,1349,1bdm3,6,FYaCity,175,C.T.F.O. (feat. M.I.A),False
922,Santah,55,1awtf,4,Obscure Sound,267,White Noise Bed,False
923,Emmylou Harris,11,122mx,3,Cover Lay Down,245,Millworker (James Taylor cover),False
924,Townes Van Zandt,19,qdje,3,Carnival Saloon,196,To Live Is To Fly,False
925,Ian McFeron,8,1bbdx,1,Richmond Playlist,210,I'll Come Knockin',True
926,Keegan DeWitt,269,1b7px,7,The Wounded Jukebox,270,Thunder Clatter,True
927,Anthony Da Costa,18,1b93s,1,Cover Lay Down,336,Boots of Spanish Leather (Bob Dylan Cover),True
